City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
359,nova sintra,14.8667,-24.7167,19.92,76,41,9.13,CV,1709350495
360,california city,35.1258,-117.9859,11.27,79,100,9.26,US,1709350705
361,hovd,48.0056,91.6419,-12.63,55,0,1.49,MN,1709350666
362,ballina,-28.8667,153.5667,32.66,53,2,6.37,AU,1709350705
363,barreirinha,-2.7933,-57.07,24.04,94,100,1.17,BR,1709350705
364,mogadishu,2.0371,45.3438,26.97,80,36,5.53,SO,1709350705
365,labrador city,52.9463,-66.9114,-21.05,73,40,6.17,CA,1709350705
366,tamanrasset,22.785,5.5228,13.95,10,0,5.66,DZ,1709350491
367,midvagur,62.0511,-7.1939,0.46,74,75,11.32,FO,1709350706
368,alindao,5.0267,21.2088,27.62,36,99,0.61,CF,1709350706
369,tvoroyri,61.5556,-6.8111,2.37,86,100,14.61,FO,1709350706
370,boma,7.0805,-2.1697,23.97,95,100,1.38,GH,1709350706
371,kisangani,0.5167,25.2,21.39,94,100,0.56,CD,1709350707
372,jining,35.405,116.5814,10.39,34,2,6.38,CN,1709350707
373,deqen,29.9618,90.7188,7.05,11,0,1.18,CN,1709350707
374,sodra sandby,56.5667,16.6167,4.38,98,100,4.78,SE,1709350707
375,khandyga,62.6667,135.6,-23.48,88,100,0.67,RU,1709350707
376,malango,-2.9627,119.9001,28.95,65,99,1.79,ID,1709350707
377,kurumkan,54.3,110.3,-16.6,96,92,1.34,RU,1709350708
378,greenville,35.6127,-77.3663,12.3,94,100,2.57,US,1709350708
379,myeik,12.4333,98.6,30.84,61,21,1.36,MM,1709350708
380,ves'yegonsk,58.664,37.2604,-0.28,85,100,1.11,RU,1709350708
381,hasaki,35.7333,140.8333,11.27,39,99,3.89,JP,1709350708
382,kirensk,57.7853,108.1119,-7.35,88,100,0.42,RU,1709350708
383,fortaleza,-3.7227,-38.5247,28.45,83,20,2.06,BR,1709350702
384,tebessa,35.4042,8.1242,2.6,81,40,2.06,DZ,1709350709
385,geraldton,-28.7667,114.6,32.23,40,83,5.14,AU,1709350642
386,nuku'alofa,-21.1333,-175.2,31.19,74,20,2.57,TO,1709350709
387,happy valley-goose bay,53.3168,-60.3315,-15.83,55,100,5.14,CA,1709350597
388,cosereni,44.6833,26.5667,7.33,78,100,5.63,RO,1709350709
389,conduaga,8.862,117.4893,30.04,63,100,5.21,PH,1709350709
390,pawai,24.2667,80.1667,28.26,27,37,2.93,IN,1709350710
391,gandi,12.9636,5.7434,23.13,14,59,3.95,NG,1709350710
392,kamensk-ural'skiy,56.4185,61.9329,-14.49,100,87,0.73,RU,1709350710
393,artemivs'k,48.5956,37.9999,-0.41,86,22,4.13,UA,1709350710
394,sao tome,0.3365,6.7273,27.46,80,67,2.0,ST,1709350710
395,papao,-17.75,-149.55,28.82,77,96,6.93,PF,1709350710
396,bonthe,7.5264,-12.505,24.54,89,56,2.15,SL,1709350711
397,caleta de carquin,-11.0925,-77.6267,23.83,79,99,3.3,PE,1709350711
398,holualoa,19.6228,-155.9522,23.91,89,75,3.6,US,1709350711
399,esmeraldas,-19.7625,-44.3139,23.74,91,89,0.96,BR,1709350711
400,qamdo,31.1667,97.2333,0.54,28,82,2.28,CN,1709350711
401,opuwo,-18.0607,13.84,21.86,71,97,1.36,NA,1709350712
402,bijapur,16.8333,75.7,28.48,35,0,5.37,IN,1709350712
403,yueyang,29.3333,113.0919,8.75,63,65,2.24,CN,1709350712
404,cianorte,-23.6633,-52.605,23.46,72,4,2.28,BR,1709350712
405,ebon,4.582,168.6964,28.5,78,56,8.76,MH,1709350712
406,nova xavantina,-14.6667,-52.35,24.09,80,54,1.27,BR,1709350712
407,joaima,-16.6542,-41.0306,23.47,97,100,0.4,BR,1709350712
408,lata,40.1629,-8.3327,9.95,95,99,3.06,PT,1709350713
409,itoman,26.1247,127.6694,17.43,65,75,10.0,JP,1709350713
410,beberibe,-4.1797,-38.1306,25.8,88,76,3.55,BR,1709350713
411,sliven,42.6858,26.3292,7.2,75,100,0.83,BG,1709350713
412,nagqu,31.5,92.0,2.84,10,1,6.38,CN,1709350713
413,brak,27.5496,14.2714,11.53,34,0,2.02,LY,1709350713
414,ylitornio,66.3089,23.6773,0.49,98,100,4.66,FI,1709350714
415,loch garman,52.3342,-6.4575,3.27,100,100,7.15,IE,1709350714
416,ca mau,9.1769,105.15,34.02,42,79,7.22,VN,1709350714
417,murzuq,25.9155,13.9184,11.71,33,0,2.0,LY,1709350714
418,matamba,-8.9833,33.9667,13.38,93,100,1.25,TZ,1709350714
419,yaren,-0.5472,166.916,28.86,77,54,7.37,NR,1709350714
420,porbandar,21.6422,69.6093,24.99,83,20,4.63,IN,1709350715
421,zhigalovo,54.8097,105.1578,-6.78,86,100,1.88,RU,1709350715
422,anzio,41.4853,12.6179,11.7,85,100,5.38,IT,1709350715
423,sechura,-5.5569,-80.8222,25.97,69,99,2.58,PE,1709350715
424,ulladulla,-35.35,150.4667,19.55,79,100,3.61,AU,1709350715
425,fort st. john,56.2499,-120.8529,-20.06,71,100,3.09,CA,1709350560
426,st. paul,44.9444,-93.0933,9.84,63,0,6.17,US,1709350600
427,puerto aysen,-45.4,-72.7,8.71,99,95,3.07,CL,1709350716
428,wellington point,-27.4833,153.25,34.67,57,20,5.66,AU,1709350716
429,shitanjing,39.2342,106.3439,-2.0,22,0,1.19,CN,1709350716
430,camapua,-19.5314,-54.0439,26.3,53,21,1.23,BR,1709350716
431,pemangkat,1.1667,108.9667,26.92,86,100,4.28,ID,1709350716
432,minot,48.2325,-101.2963,-2.88,68,40,4.12,US,1709350717
433,whitby,54.4877,-0.615,2.95,90,100,3.36,GB,1709350717
434,akureyri,65.6835,-18.0878,-6.04,79,100,1.54,IS,1709350717
435,vorkuta,67.5,64.0,-4.95,95,100,7.71,RU,1709350717
436,massawa,15.6097,39.45,25.13,84,17,1.34,ER,1709350717
437,ixtapa,20.7,-105.2,23.57,83,75,1.03,MX,1709350717
438,emporia,38.4039,-96.1817,6.05,81,0,3.6,US,1709350717
439,najran,17.4924,44.1277,11.36,44,60,1.24,SA,1709350718
440,vernon,50.2581,-119.2691,4.74,56,98,2.57,CA,1709350718
441,cill airne,52.05,-9.5167,2.0,93,94,2.31,IE,1709350718
442,usinsk,65.9939,57.5281,-4.96,95,100,3.58,RU,1709350718
443,masterton,-40.9597,175.6575,18.94,73,100,5.04,NZ,1709350718
444,achinsk,56.2694,90.4993,-10.72,92,98,1.94,RU,1709350719
445,pico truncado,-46.7949,-67.9573,13.84,41,16,12.25,AR,1709350719
446,saint-joseph,-21.3667,55.6167,22.21,68,54,6.11,RE,1709350719
447,pukchil-lodongjagu,40.2019,125.7483,-2.36,66,100,1.45,KP,1709350719
448,tavda,58.0425,65.2726,-19.06,100,100,0.89,RU,1709350719
449,orsta,62.2029,6.1272,6.1,86,38,1.54,NO,1709350719
450,crookston,47.7741,-96.6081,1.49,80,0,4.12,US,1709350720
451,caras,-9.0467,-77.8114,15.18,92,100,0.82,PE,1709350720
452,revda,56.801,59.9303,-5.81,92,100,1.23,RU,1709350720
453,iquique,-20.2208,-70.1431,22.02,80,13,0.37,CL,1709350720
454,ilhabela,-23.7781,-45.3581,24.59,89,100,1.36,BR,1709350720
455,saint-pierre,-21.3393,55.4781,22.82,56,0,3.09,RE,1709350720
456,de queen,34.0379,-94.3413,8.07,87,0,0.0,US,1709350655
457,kingston,17.997,-76.7936,25.53,88,40,1.54,JM,1709350474
458,kalmunai,7.4167,81.8167,27.65,72,99,4.1,LK,1709350721
459,laojunmiao,39.8333,97.7333,-2.31,39,25,1.43,CN,1709350721
460,serhiyivka,46.0272,30.3768,5.24,80,100,5.89,UA,1709350721
461,badr hunayn,23.7829,38.7905,22.78,40,14,1.42,SA,1709350721
462,puerto baquerizo moreno,-0.9,-89.6,25.53,78,100,2.82,EC,1709350722
463,severo-yeniseyskiy,60.3725,93.0408,-14.77,95,100,0.97,RU,1709350722
464,saipan,15.1355,145.701,29.39,65,40,4.63,MP,1709350492
465,novodvinsk,64.4165,40.8122,-0.12,93,97,3.09,RU,1709350722
466,janow lubelski,50.707,22.4104,6.24,81,100,4.08,PL,1709350722
467,qusmuryn,52.4503,64.6311,-11.89,97,90,3.75,KZ,1709350722
468,al qaryatayn,34.2296,37.2407,6.16,37,28,2.33,SY,1709350722
469,medicine hat,50.0501,-110.6683,-8.45,79,100,5.66,CA,1709350443
470,florenville,49.6998,5.3074,5.77,90,100,4.6,BE,1709350723
471,santa maria del oro,25.9333,-105.3667,14.58,18,21,1.41,MX,1709350723
472,atherton,53.5237,-2.4935,3.49,89,83,2.31,GB,1709350723
473,jwaneng,-24.6004,24.7303,16.35,58,0,3.84,BW,1709350723
474,general villegas,-35.0328,-63.0125,22.94,79,34,3.14,AR,1709350723
475,gulf shores,30.246,-87.7008,20.19,82,100,2.06,US,1709350586
476,woolgoolga,-30.1106,153.2007,35.02,70,73,5.87,AU,1709350485
477,mejit,10.2753,170.8646,27.19,75,74,8.32,MH,1709350724
478,aktobe,50.2797,57.2072,-18.95,84,0,1.0,KZ,1709350724
479,jetpur,21.7333,70.6167,24.98,70,4,5.21,IN,1709350724
480,richards bay,-28.783,32.0377,20.03,89,0,3.94,ZA,1709350724
481,natal,-5.795,-35.2094,26.12,89,0,1.54,BR,1709350510
482,kita,13.0349,-9.4895,24.08,13,73,1.97,ML,1709350725
483,las veredas,23.1388,-109.7075,21.17,71,75,0.0,MX,1709350725
484,nkove,-7.95,30.85,22.6,82,68,1.45,TZ,1709350725
485,las matas de santa cruz,19.6712,-71.5047,20.21,79,100,2.91,DO,1709350725
486,buka,40.8108,69.1986,0.98,99,100,1.22,UZ,1709350725
487,staroyur'yevo,53.3161,40.7081,-13.83,100,93,2.14,RU,1709350726
488,vondrozo,-22.8167,47.2833,19.89,96,86,1.03,MG,1709350726
489,la'ie,21.6477,-157.9253,26.98,74,9,3.58,US,1709350726
490,mandalgovi,45.7625,106.2708,-7.69,59,59,2.86,MN,1709350726
491,vrangel',42.7297,133.0839,-5.83,38,43,9.22,RU,1709350726
492,molln,53.6333,10.6833,7.93,75,100,2.06,DE,1709350726
493,yuci,37.6803,112.7319,2.86,30,0,5.0,CN,1709350726
494,makarov,48.6333,142.8,-10.35,93,100,9.84,RU,1709350727
495,plastun,44.7561,136.2939,-6.29,39,50,8.18,RU,1709350727
496,svobodnyy,51.4,128.1333,-12.44,67,99,3.23,RU,1709350727
497,kailua-kona,19.6406,-155.9956,25.98,88,75,3.6,US,1709350485
498,paso de los libres,-29.7131,-57.0899,26.02,83,0,2.57,AR,1709350727
499,santa terezinha,-29.9002,-50.0904,23.17,90,13,4.2,BR,1709350728
500,portoferraio,42.8115,10.3146,15.05,100,86,3.6,IT,1709350728
501,omaruru,-21.4333,15.9333,21.83,56,2,1.89,NA,1709350728
502,zhezqazghan,47.7833,67.7667,-14.68,85,40,3.0,KZ,1709350728
503,elko,41.0002,-115.5012,1.2,83,100,7.61,US,1709350728
504,oistins,13.0667,-59.5333,26.05,78,20,3.09,BB,1709350728
505,vilyuysk,63.7553,121.6247,-20.01,94,100,2.52,RU,1709350729
506,kill devil hills,36.0307,-75.676,14.0,83,100,4.12,US,1709350547
507,qianzhou,28.3167,109.7167,11.09,53,15,0.63,CN,1709350729
508,eyl,7.9803,49.8164,24.65,79,25,4.44,SO,1709350729
509,lakshmipur,22.95,90.8333,25.83,38,0,1.91,BD,1709350729
510,cadale,2.7603,46.3222,27.35,78,32,6.03,SO,1709350729
511,villa gesell,-37.2639,-56.973,21.7,71,2,6.73,AR,1709350729
512,acarau,-2.8856,-40.12,26.02,83,24,1.88,BR,1709350729
513,castro,-24.7911,-50.0119,18.27,97,49,3.66,BR,1709350730
514,nyurba,63.2842,118.3319,-18.08,94,100,1.38,RU,1709350730
515,umba,66.6871,34.3429,0.9,91,100,5.06,RU,1709350730
516,locharbriggs,55.1034,-3.5844,1.09,92,100,1.67,GB,1709350730
517,velikiye luki,56.34,30.5452,1.78,93,100,2.69,RU,1709350730
518,mariinsk,56.2139,87.7472,-9.44,91,99,2.18,RU,1709350731
519,dauphin,51.1494,-100.0502,-8.92,67,0,7.72,CA,1709350731
520,huanuni,-18.2667,-66.85,5.53,86,82,2.22,BO,1709350731
521,yulinshi,38.2906,109.7494,1.69,22,0,3.94,CN,1709350731
522,kobelyaky,49.1489,34.1965,0.01,83,7,3.29,UA,1709350731
523,sisimiut,66.9395,-53.6735,0.2,94,100,2.16,GL,1709350731
524,dapa,9.7594,126.0531,28.15,65,93,3.39,PH,1709350731
525,konarka,19.9,86.1167,27.87,60,0,4.79,IN,1709350732
526,zmiyiv,49.6966,36.3611,-0.42,86,0,3.29,UA,1709350732
527,kharan,28.5833,65.4167,3.76,42,5,6.25,PK,1709350732
528,yanbu,24.0891,38.0637,21.02,49,0,1.03,SA,1709350732
529,zarghun shahr,32.8473,68.4457,-6.87,87,99,6.87,AF,1709350732
530,karlskrona,56.1616,15.5866,5.25,95,100,4.05,SE,1709350732
531,mont-dore,-22.2833,166.5833,31.99,99,54,7.09,NC,1709350733
532,nar'yan-mar,67.6713,53.087,0.06,95,100,7.6,RU,1709350733
533,wanning,18.8003,110.3967,18.93,85,100,4.81,CN,1709350733
534,feni,23.0186,91.41,26.82,32,0,2.12,BD,1709350733
535,yima,34.7381,111.8839,7.33,38,4,6.7,CN,1709350733
536,kontcha,7.9667,12.2333,24.89,48,100,1.19,CM,1709350733
537,praia da vitoria,38.7333,-27.0667,13.14,76,75,4.77,PT,1709350734
538,bikenibeu village,1.3673,173.1241,30.98,79,20,6.17,KI,1709350734
539,altai,46.3722,96.2583,-8.1,35,0,0.81,MN,1709350734
540,monteagudo,-19.8167,-63.9833,20.1,78,22,1.32,BO,1709350734
541,kuchaiburi,22.2667,86.1667,28.1,42,0,1.09,IN,1709350734
542,guaruja,-23.9931,-46.2564,24.38,26,85,0.45,BR,1709350734
543,huarmey,-10.0681,-78.1522,24.04,77,91,2.8,PE,1709350735
544,susuman,62.7833,148.1667,-17.79,87,100,2.24,RU,1709350735
545,soledad de graciano sanchez,22.2,-100.95,18.9,13,75,2.06,MX,1709350450
546,cam ranh,11.9214,109.1591,27.98,61,75,5.66,VN,1709350735
547,nadym,65.5333,72.5167,-7.59,94,100,7.53,RU,1709350735
548,itambe,-15.245,-40.6244,23.05,95,88,0.32,BR,1709350735
549,ghadamis,30.1337,9.5007,11.88,36,55,1.71,LY,1709350735
550,chela,34.069,104.4619,-0.16,59,61,1.9,CN,1709350736
551,longboat key,27.4125,-82.659,21.19,68,0,2.06,US,1709350736
552,troitsko-pechorsk,62.7084,56.1964,-4.61,97,100,2.24,RU,1709350736
553,ketchikan,55.3422,-131.6461,2.99,69,0,1.54,US,1709350736
554,rongelap,11.1635,166.8941,26.68,71,93,8.58,MH,1709350736
555,waddan,29.1614,16.139,11.99,41,0,1.9,LY,1709350736
556,island harbour,50.724,-1.2758,7.21,87,100,8.05,GB,1709350736
557,kayangel,8.0823,134.7173,27.45,78,75,8.29,PW,1709350737
558,griffith,41.5284,-87.4237,6.05,67,100,2.57,US,1709350737
559,keningau,5.3378,116.1602,31.66,56,98,1.91,MY,1709350737
560,stephenville,32.2207,-98.2023,16.59,69,0,3.6,US,1709350737
561,bubaque,11.2833,-15.8333,25.31,63,65,4.19,GW,1709350737
562,wau,7.7029,27.9953,25.54,15,91,1.97,SS,1709350737
563,usogorsk,63.4106,48.6872,-1.85,96,100,3.91,RU,1709350738
564,peace river,56.2501,-117.286,-20.83,64,20,3.09,CA,1709350738
565,walvis bay,-22.9575,14.5053,17.53,88,0,1.32,NA,1709350738
566,kananga,-5.8958,22.4178,20.57,98,100,1.26,CD,1709350738
567,mondlo,-27.983,30.7177,10.88,90,0,1.87,ZA,1709350738
568,tucuma,-0.1833,-50.05,24.49,95,48,2.06,BR,1709350738
569,beruniy,41.6911,60.7525,-4.02,74,0,0.0,UZ,1709350739
570,santo antonio,-6.3106,-35.4789,25.01,91,66,2.33,BR,1709350739
571,chengyang,27.0892,119.6453,8.34,80,100,0.53,CN,1709350484
572,benguela,-12.5763,13.4055,26.72,73,96,1.3,AO,1709350739
573,kudat,6.8837,116.8477,29.05,79,20,4.12,MY,1709350739
574,villamontes,-21.25,-63.5,26.88,50,75,2.41,BO,1709350739
575,rebola,3.7167,8.8333,24.62,94,75,0.51,GQ,1709350739
576,bhamo,24.2667,97.2333,28.88,25,0,0.88,MM,1709350740
577,thinadhoo,0.5333,72.9333,28.01,76,96,2.29,MV,1709350740
578,gagnoa,6.1293,-5.9437,24.17,96,100,1.22,CI,1709350740
579,new yekepa,7.5794,-8.5378,21.18,99,57,1.0,LR,1709350740
580,alo,7.4178,6.7371,27.34,77,69,1.68,NG,1709350740
581,palu,-0.8917,119.8707,31.59,70,89,1.63,ID,1709350740
582,musoma,-1.5,33.8,20.17,80,58,2.68,TZ,1709350740
583,sal rei,16.1833,-22.9167,21.51,78,5,9.57,CV,1709350741
584,puerto armuelles,8.2833,-82.8667,25.99,82,42,0.45,PA,1709350741
585,suining,30.508,105.5733,11.66,57,8,1.77,CN,1709350741
586,san miguel de cauri,-10.1,-76.5833,7.47,96,99,0.98,PE,1709350741
587,isaka,-3.9,32.9333,17.33,95,29,0.64,TZ,1709350741
588,sao felix do xingu,-6.6447,-51.995,22.25,98,95,0.09,BR,1709350571
589,weinan,34.5036,109.5089,9.38,30,0,1.66,CN,1709350742
590,mamfe,5.754,9.3123,24.68,92,100,0.69,CM,1709350742
591,demopolis,32.5176,-87.8364,13.26,99,100,0.78,US,1709350742
592,tecuala,22.3986,-105.4569,18.95,69,77,0.62,MX,1709350742
